,accl_x,accl_y,accl_z,labelOnTable,labelWalkingDownStairs,labelWalking,labelRunning,labelElevator,labelSitting,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,gps_Latitude,gps_Longitude,mag_x,mag_y,mag_z,press_x,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
1970-01-01 00:00:00.005039999,-0.012173690058533568,-0.014916207265152474,-0.044563130835239745,1,0,0,0,0,0,0.013993274845040718,0.08189219051600247,9.763998981882951,0.00036547927180449296,0.00040517939720142353,0.00047029051755902856,52.32162872016069,4.874948060818188,-6.538951192784513,1.201874025474969,-58.797737837076625,1008.6369320593686,-0.6134430552902658,-0.265815499345947,-0.0316801037655714,-0.012169493243418438,-0.004051061840515933,-0.018507586549499428,-0.006367176843190486
1970-01-01 00:00:00.255039999,-0.009508083891543171,-0.015215758373019628,-0.044470414673402806,1,0,0,0,0,0,0.014412412523041027,0.08070181230151757,9.765308358244951,0.00037337130057798877,-0.0007781720247680474,-1.72594013486937e-05,52.32162873760855,4.874948188423759,-6.550752827849775,1.271497136016378,-59.04234677550076,1008.6369112158417,-0.6140350641746635,-0.2675081580354794,-0.0317237547857572,-0.01252191232564269,-0.003901113043082343,-0.01943982958249162,-0.006347288782392489
1970-01-01 00:00:00.505039999,-0.008663148592510569,-0.013180254591646864,-0.044702355678648435,1,0,0,0,0,0,0.01443133791359249,0.08039841568552311,9.764870713327209,0.0004749164945852545,-0.00023632355214253,0.00036122864354981837,52.32162869101936,4.874947847345142,-6.592478151147841,1.3936923401242673,-58.87242862052328,1008.6363802561025,-0.6134028511721964,-0.2662530401036037,-0.03189663255249716,-0.012611518397945611,-0.003910281635838684,-0.019601970127713884,-0.0069047396295521205
1970-01-01 00:00:00.755039999,-0.0062757149342990174,-0.010378050066019176,-0.04536528588940615,1,0,0,0,0,0,0.015438355590593773,0.08105281027153341,9.764071348073761,0.00013132399334194822,-0.0003216746961963353,-2.6495138575483722e-05,52.32162833311235,4.874945153965707,-6.593493237736112,1.3782081515332916,-58.803985111163975,1008.6356961025892,-0.613679453294561,-0.2655755376847358,-0.032297648861724364,-0.012685818724347278,-0.003959126745930667,-0.0193592427713193,-0.007092311135528277
1970-01-01 00:00:01.005039999,-0.00637500902445332,-0.005253847259997323,-0.04497356489299601,1,0,0,0,0,0,0.014595923669681545,0.08446897326476481,9.764707181597991,6.945913618787669e-05,-0.0006419370384878891,-0.00041773232729937513,52.321627863792564,4.874941623758773,-6.567046032080167,1.3840195839097078,-58.83558277288877,1008.6352169739295,-0.6143895396851862,-0.2655123678017351,-0.03280537888529938,-0.012998124428094358,-0.003988142504514663,-0.01940283199580138,-0.0069486821940143734
1970-01-01 00:00:01.255039999,-0.006315124543399237,-0.005579554370419548,-0.04282495983393222,1,0,0,0,0,0,0.014074143450322762,0.08356143799815076,9.766536946793991,0.0004922696833256515,-3.248199630788811e-05,0.00036611175129309346,52.32162747795454,4.874938745148214,-6.570575087053769,1.436482635128335,-58.76282208223458,1008.6345148511102,-0.6145472679542514,-0.2648225546691439,-0.033332566187508496,-0.01316929801050797,-0.004018021337439137,-0.019537931745979977,-0.007227468797209187
1970-01-01 00:00:01.505039999,-0.0031372709319438556,-0.009731303367328805,-0.04177691333243521,1,0,0,0,0,0,0.015469309081930794,0.07971029519673953,9.76759304254567,0.0005437313931098464,0.00012858203279055204,0.0006093699919747636,52.321627053933824,4.87493553927762,-6.550116794391858,1.357224108362969,-58.812127654332194,1008.6333410872014,-0.615435121108489,-0.26495954992961196,-0.033742531088851564,-0.013186463195674328,-0.004037814753786687,-0.019504341345258004,-0.007329806699151391
1970-01-01 00:00:01.755039999,-0.0035398991097923887,-0.00556344855676035,-0.044271738197042956,1,0,0,0,0,0,0.014377645818770534,0.08270950040363304,9.765582046130737,0.0003318631200805561,2.0458232149970864e-05,-0.0001515125564757369,52.32162662658674,4.874932338907453,-6.531077769785532,1.3459267135456934,-58.87608800338682,1008.632045329376,-0.6164426807806694,-0.2650190008634809,-0.03405816245761927,-0.013308667144775412,-0.004088008682333654,-0.019694134932950115,-0.007293073349912552
1970-01-01 00:00:02.005039999,-0.0033845567949120463,-0.003130298495972098,-0.04650964537986518,1,0,0,0,0,0,0.013928202956349741,0.08373687988448618,9.763169511487474,2.581396250822154e-06,0.00017920259852671744,-0.0004764474872239185,52.32162622467574,4.87492933683716,-6.570118286943473,1.4529744557596302,-58.85650955385886,1008.6307645934137,-0.6168029922002289,-0.2645474061997009,-0.03457341123236601,-0.0134141289749016,-0.004129316120449091,-0.02023626070233778,-0.007810859129970275
1970-01-01 00:00:02.255039999,-8.669733750912403e-05,-0.005979017897629703,-0.044830946180471565,1,0,0,0,0,0,0.015965344683219043,0.08022966930841109,9.764679093205842,-0.00036488695953720835,6.130602228998899e-05,1.0024694607430667e-05,52.321625798001456,4.874926095242226,-6.562977875831653,1.4844973824461982,-58.88143837159968,1008.6295802147934,-0.617414074520157,-0.2644695970634652,-0.03509112409622022,-0.013704693710701578,-0.004130803166066285,-0.020643672298691695,-0.008085318073119484
1970-01-01 00:00:02.505039999,-0.0002459188296312933,-0.0034165362363002606,-0.04277739605911525,1,0,0,0,0,0,0.015854603988509335,0.08165815662518794,9.767032259054728,-0.0002026187241241066,-6.944097726422291e-05,0.0005722061246085385,52.32162538112747,4.8749230039346685,-6.516065712571161,1.4238807398930555,-58.89126444577413,1008.6287727043866,-0.6182135100861649,-0.2643079131398641,-0.03542839586062682,-0.013930291235294212,-0.004168259188491082,-0.020409546808192486,-0.007913583993401327
1970-01-01 00:00:02.755039999,-0.0007931446367753695,-0.0022920270354853467,-0.04292640893076135,1,0,0,0,0,0,0.014948729187491981,0.08230732483732246,9.766743997001985,0.0003342196408676678,-0.00013745386769145975,0.0005707676884031558,52.321624969920556,4.874919902789235,-6.5188368879305045,1.3332348780157723,-58.87440715941982,1008.628159485725,-0.6188055344631361,-0.2640415628041268,-0.0358786583242917,-0.013718651680019477,-0.004181569742379574,-0.019929725551273324,-0.008031965768102084
1970-01-01 00:00:03.005039999,9.769772875915908e-05,-0.004701067262421997,-0.04386319843510194,1,0,0,0,0,0,0.015087597742799025,0.07988692624694195,9.76556507384771,0.0005953336972612969,-0.00033215330573121494,0.00036965249063741345,52.32162454751315,4.87491670091464,-6.520387974872388,1.3444475445793451,-58.860547859816926,1008.6274059732735,-0.6192272237648085,-0.2636983224617033,-0.0364303314577706,-0.013738967484551196,-0.0041434165038509475,-0.020115531447457514,-0.008200964469988822
1970-01-01 00:00:03.255039999,-0.0009828715055335596,-0.0036564940251298064,-0.04472384117180872,1,0,0,0,0,0,0.014735976540463498,0.08003224378339499,9.764817047062355,0.0005289436630497501,-0.00018952183155201152,0.00047644960600468853,52.321624130454914,4.874913634272986,-6.53404974282501,1.4352560864326622,-58.85282486002485,1008.6266827001023,-0.6195481902847966,-0.2633665533082458,-0.036995868500311814,-0.013912140361691035,-0.0041867777735032944,-0.02061047149475866,-0.008448387999605967
1970-01-01 00:00:03.505039999,-0.001967344542819232,-0.002671501100125782,-0.04469577177356336,1,0,0,0,0,0,0.014099392053810143,0.08054455762064183,9.764967770517721,0.0003466541731073173,0.00014144320145400899,0.0003935427702035311,52.321623718162094,4.874910472656785,-6.5427222005206405,1.4358341367134333,-58.9075856751039,1008.625941502163,-0.6202394128279459,-0.263535052935724,-0.037494229596111046,-0.013927432285629324,-0.004265572186631945,-0.020787944108493932,-0.00861342969296932
1970-01-01 00:00:03.755039999,-0.0010801532841631857,-0.002779269457331019,-0.04451872879130528,1,0,0,0,0,0,0.014477937313917463,0.0808960621624705,9.765370056786718,-0.00017666322790701452,5.8799987435648334e-05,-6.36831590168868e-05,52.321623296572376,4.874907327418605,-6.465382051862527,1.4022609355988145,-58.9485766017141,1008.6250087567698,-0.6211669199214187,-0.2634553653906023,-0.037774126627505906,-0.014296210678394079,-0.00430721749288581,-0.020934153266421052,-0.008170116051093738
1970-01-01 00:00:04.005039999,0.00043178797282196317,-0.0020306836034910264,-0.044169709424213194,1,0,0,0,0,0,0.015879226324196766,0.08161301790112328,9.76562982687945,-0.0005823462224028047,-2.887121717718613e-05,-0.00021804496419743812,52.32162287807957,4.8749042368561835,-6.457717815397625,1.3540044692609152,-58.91553886125543,1008.6242919426959,-0.6216619367506652,-0.26303611364624235,-0.03821984030141136,-0.014322232811718528,-0.004364110546487838,-0.020638449582559573,-0.008297512276195126
1970-01-01 00:00:04.255039999,5.464748194032573e-05,-0.0008273854757040958,-0.043108268436774115,1,0,0,0,0,0,0.015490937307122494,0.08199430066908225,9.766217609596447,-4.894064818500032e-06,9.168318927005399e-05,-1.1683980953348092e-05,52.32162246967984,4.874901059921236,-6.567171754545296,1.2812008005284028,-58.8678683704313,1008.6234180211941,-0.621955719044839,-0.2627531279059205,-0.03890278964099621,-0.01370012385628202,-0.004351245675436828,-0.019973351699401492,-0.00935494598062723
1970-01-01 00:00:04.505039999,-0.0014421170439466867,-0.00025940614072850134,-0.043915113762693456,1,0,0,0,0,0,0.013832018815864317,0.08224086392942806,9.765549593229604,0.00025215199450559793,-2.2805683574185144e-05,9.814717692732746e-06,52.32162204169898,4.874897954800955,-6.577343450531556,1.3237992741295357,-58.81617212816446,1008.621567832015,-0.622550098006729,-0.26203494105202146,-0.039301084872943336,-0.013717861716237496,-0.004280048005085589,-0.020227909282018546,-0.0097756726510387
